system,common_name,description,class,responsible_division,responsibility_center,borough,division,line,in_nearest_station,track,from_point,to_point,manufacturer,tag_id,commission_date,original_install_date,latest_install_date,status,department,model,remaining_useful_life_years,legacy_system_id,criticality,switch_2020,is_critical,environment_pilot,age,div,location,structure,structure_2,usage_pilot,usage_category,usage_category_2,structure_3,trouble_calls,tcpm_all,tc_2019,tcpm_2019,tc_2020,tcpm_2020,tc_2021,tcpm_2021,tc_2022,tcpm_2022,weekly_usage_switch_cycles,usage_switch_throw,usage_category_upd,mthbf,structure_upd
304039,IND-B5-103B,SWM: 57 St - Model M5 (IND-B5-103B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,IND,IND-B-6AV/CULVER,224-57ST-6AV-F,IND-B-5,108974,108974,,304039,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,3344207,1 - Stops Revenue Operation,103B,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,1189,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304040,IND-B6-105A,SWM: 57 St - Model M5 (IND-B6-105A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,IND,IND-B-6AV/CULVER,224-57ST-6AV-F,IND-B-6,108974,108974,,304040,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,3343704,1 - Stops Revenue Operation,105A,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,1189,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304041,IND-B5-105B,SWM: 57 St - Model M5 (IND-B5-105B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,IND,IND-B-6AV/CULVER,224-57ST-6AV-F,IND-B-5,108746,108746,,304041,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,3343506,1 - Stops Revenue Operation,105B,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,1189,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304042,BMT-A3-25A,SWM: 57 St - Model M5 (BMT-A3-25A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-3,402,402,,304042,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1874008,1 - Stops Revenue Operation,25A,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,1092,1000-2000,890-1777,SUB,1,0.033333333,1,0.083333333,NA,NA,1,0.083333333,NA,NA,1150,150075,Heavy,150075,Indoor
304043,BMT-G1-25B,SWM: 57 St - Model M5 (BMT-G1-25B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-G-ASTORIA,009-57ST-7AV-BWY-N/R/Q,BMT-G-1,0,0,,304043,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1873505,1 - Stops Revenue Operation,25B,No,0,NA,SG-S6,Mainline,0,Structure not avail,2117,2001+,1778+,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1150,150075,Heavy,NA,Indoor
304044,BMT-A4-33A,SWM: 57 St - Model M5 (BMT-A4-33A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-4,264,264,,304044,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1872101,1 - Stops Revenue Operation,33A,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,1092,1000-2000,890-1777,SUB,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,0,250,Light,250,Indoor
304045,BMT-A3-33B,SWM: 57 St - Model M5 (BMT-A3-33B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-3,136,136,,304045,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1872507,1 - Stops Revenue Operation,33B,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,1092,1000-2000,890-1777,SUB,0,0,NA,NA,1,0.083333333,NA,NA,NA,NA,0,250,Light,NA,Indoor
304046,BMT-A4-35A,SWM: 57 St - Model M5 (BMT-A4-35A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-4,136,136,,304046,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1873109,1 - Stops Revenue Operation,35A,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,1092,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304047,BMT-A3-35B,SWM: 57 St - Model M5 (BMT-A3-35B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-3,264,264,,304047,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1873604,1 - Stops Revenue Operation,35B,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,1092,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304048,BMT-G2-41A,SWM: 57 St - Model M5 (BMT-G2-41A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-G-ASTORIA,009-57ST-7AV-BWY-N/R/Q,BMT-G-2,-250,-250,,304048,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1872200,1 - Stops Revenue Operation,41A,No,0,NA,SG-S6,Mainline,0,Structure not avail,2117,2001+,1778+,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1020,133110,Heavy,NA,Indoor
304049,BMT-A4-41B,SWM: 57 St - Model M5 (BMT-A4-41B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-4,402,402,,304049,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1873000,1 - Stops Revenue Operation,41B,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,1092,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1020,133110,Heavy,NA,Indoor
304050,BMT-A4-53A,SWM: 57 St - Model M5 (BMT-A4-53A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-4,1185,1185,,304050,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1872804,1 - Stops Revenue Operation,53A,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,1092,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304051,BMT-A3-53B,SWM: 57 St - Model M5 (BMT-A3-53B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-3,1058,1058,,304051,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1872903,1 - Stops Revenue Operation,53B,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,1092,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304052,BMT-A4-55A,SWM: 57 St - Model M5 (BMT-A4-55A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-4,1058,1058,,304052,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1873703,1 - Stops Revenue Operation,55A,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,1092,1000-2000,890-1777,SUB,1,0.033333333,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,250,Indoor
304053,BMT-A3-55B,SWM: 57 St - Model M5 (BMT-A3-55B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-3,1185,1185,,304053,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1873208,1 - Stops Revenue Operation,55B,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,1092,1000-2000,890-1777,SUB,5,0.166666667,NA,NA,NA,NA,1,0.083333333,4,0.333333333,0,250,Light,50,Indoor
304054,BMT-A3-63A,SWM: 57 St - Model M5 (BMT-A3-63A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-3,1375,1375,,304054,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1872606,1 - Stops Revenue Operation,63A,Yes,Dry,NA,SG-S6,Mainline,Subway,Indoor,944,0-1000,890-1777,SUB,0,0,2,0.166666667,NA,NA,NA,NA,NA,NA,83,10790,Medium,NA,Indoor
304055,BMT-A1-63B,SWM: 57 St - Model M5 (BMT-A1-63B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-1,1500,1500,,304055,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1872309,1 - Stops Revenue Operation,63B,Yes,Dry,NA,SG-S6,Mainline,Subway,Indoor,2117,2001+,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,83,10790,Medium,NA,Indoor
304056,BMT-A3-65A,SWM: 57 St - Model M5 (BMT-A3-65A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-3,1500,1500,,304056,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1873307,1 - Stops Revenue Operation,65A,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,944,0-1000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304057,BMT-A1-65B,SWM: 57 St - Model M5 (BMT-A1-65B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-1,1375,1375,,304057,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1873802,1 - Stops Revenue Operation,65B,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,2117,2001+,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304058,BMT-A2-75A,SWM: 57 St - Model M5 (BMT-A2-75A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-2,1500,1500,,304058,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1873901,1 - Stops Revenue Operation,75A,Yes,0,NA,SG-S6,Mainline,0,Structure not avail,2117,2001+,1778+,SUB,1,0.033333333,NA,NA,NA,NA,NA,NA,NA,NA,72,9360,Medium,9360,Indoor
304059,BMT-A4-75B,SWM: 57 St - Model M5 (BMT-A4-75B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-4,1375,1375,,304059,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1873406,1 - Stops Revenue Operation,75B,Yes,Dry,NA,SG-S6,Mainline,Subway,Indoor,942,0-1000,890-1777,SUB,1,0.033333333,NA,NA,1,0.083333333,NA,NA,NA,NA,72,9360,Medium,9360,Indoor
304060,BMT-A2-77A,SWM: 57 St - Model M5 (BMT-A2-77A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-2,1375,1375,,304060,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1872705,1 - Stops Revenue Operation,77A,No,Wet,NA,SG-S6,Mainline,Subway,Indoor,2117,2001+,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304061,BMT-A4-77B,SWM: 57 St - Model M5 (BMT-A4-77B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,BMT,BMT-A-BROADWAY/BRIGHTON,009-57ST-7AV-BWY-N/R/Q,BMT-A-4,1500,1500,,304061,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,1872408,1 - Stops Revenue Operation,77B,No,Dry,NA,SG-S6,Mainline,Subway,Indoor,942,0-1000,890-1777,SUB,3,0.1,NA,NA,NA,NA,NA,NA,3,0.25,0,250,Light,83.33333333,Indoor
304062,BMT-F1-101A,SWM: 59 St - Model M5 (BMT-F1-101A),SG-SWMCH,DOS-MOW-ELE-SIG,2923,BROOKLYN,BMT,BMT-F-4AV,035-59ST-4AV-N/R,BMT-F-1,53060,53060,,304062,1/1/1900,9/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2058908,1 - Stops Revenue Operation,101A,No,Dry,33,SG-S5,Mainline,Subway,Indoor,1290,1000-2000,890-1777,SUB,2,0.066666667,1,0.083333333,NA,NA,NA,NA,2,0.166666667,1704,222147.5,Heavy,111073.75,Indoor
304063,BMT-F3-101B,SWM: 59 St - Model M5 (BMT-F3-101B),SG-SWMCH,DOS-MOW-ELE-SIG,2923,BROOKLYN,BMT,BMT-F-4AV,035-59ST-4AV-N/R,BMT-F-3,53195,53195,,304063,1/1/1900,9/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2058601,1 - Stops Revenue Operation,101B,No,Wet,33,SG-S5,Mainline,Subway,Indoor,552,0-1000,0-889,SUB,0,0,NA,NA,1,0.083333333,NA,NA,NA,NA,1704,222147.5,Heavy,NA,Indoor
304064,BMT-F1-103A,SWM: 59 St - Model M5 (BMT-F1-103A),SG-SWMCH,DOS-MOW-ELE-SIG,2923,BROOKLYN,BMT,BMT-F-4AV,035-59ST-4AV-N/R,BMT-F-1,53177,53177,,304064,1/1/1900,9/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2057801,1 - Stops Revenue Operation,103A,No,Dry,33,SG-S5,Mainline,Subway,Indoor,911,0-1000,890-1777,SUB,3,0.1,NA,NA,NA,NA,1,0.083333333,2,0.166666667,0,250,Light,83.33333333,Indoor
304065,BMT-F3-103B,SWM: 59 St - Model M5 (BMT-F3-103B),SG-SWMCH,DOS-MOW-ELE-SIG,2923,BROOKLYN,BMT,BMT-F-4AV,035-59ST-4AV-N/R,BMT-F-3,53060,53060,,304065,1/1/1900,9/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2057702,1 - Stops Revenue Operation,103B,No,Wet,33,SG-S5,Mainline,Subway,Indoor,552,0-1000,0-889,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304066,BMT-F4-141A,SWM: 59 St - Model M5 (BMT-F4-141A),SG-SWMCH,DOS-MOW-ELE-SIG,2923,BROOKLYN,BMT,BMT-F-4AV,035-59ST-4AV-N/R,BMT-F-4,53060,53060,,304066,1/1/1900,9/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2058700,1 - Stops Revenue Operation,141A,No,Wet,33,SG-S5,Mainline,Subway,Indoor,711,0-1000,0-889,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304067,BMT-F2-141B,SWM: 59 St - Model M5 (BMT-F2-141B),SG-SWMCH,DOS-MOW-ELE-SIG,2923,BROOKLYN,BMT,BMT-F-4AV,035-59ST-4AV-N/R,BMT-F-2,53177,53177,,304067,1/1/1900,9/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2058809,1 - Stops Revenue Operation,141B,No,Dry/Wet,33,SG-S5,Mainline,Subway,Indoor,901,0-1000,890-1777,SUB,1,0.033333333,1,0.083333333,NA,NA,NA,NA,1,0.083333333,0,250,Light,250,Indoor
304068,BMT-F4-143A,SWM: 59 St - Model M5 (BMT-F4-143A),SG-SWMCH,DOS-MOW-ELE-SIG,2923,BROOKLYN,BMT,BMT-F-4AV,035-59ST-4AV-N/R,BMT-F-4,53195,53195,,304068,1/1/1900,9/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2058007,1 - Stops Revenue Operation,143A,No,Wet,33,SG-S5,Mainline,Subway,Indoor,711,0-1000,0-889,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1685,219672.5,Heavy,NA,Indoor
304069,BMT-F2-143B,SWM: 59 St - Model M5 (BMT-F2-143B),SG-SWMCH,DOS-MOW-ELE-SIG,2923,BROOKLYN,BMT,BMT-F-4AV,035-59ST-4AV-N/R,BMT-F-2,53060,53060,,304069,1/1/1900,9/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2057900,1 - Stops Revenue Operation,143B,No,Dry/Wet,33,SG-S5,Mainline,Subway,Indoor,1106,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1685,219672.5,Heavy,NA,Indoor
304070,IRT-L1A-309A,SWM: 59 St - Model A-10 (IRT-L1A-309A),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IRT,IRT-L-LEXINGTONAV,400-59ST-LEX-4/5/6,IRT-L-1A,6435,6435,,304070,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1514000,1 - Stops Revenue Operation,309A,No,0,NA,SG-S3,Mainline (Other),0,Structure not avail,NA,NA,NA,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1545,201622.5,Heavy,NA,Indoor
304071,IRT-L4-309B,SWM: 59 St - Model A-10 (IRT-L4-309B),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IRT,IRT-L-LEXINGTONAV,400-59ST-LEX-4/5/6,IRT-L-4,6311,6311,,304071,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1514109,1 - Stops Revenue Operation,309B,No,Dripping,NA,SG-S3,Mainline,Subway,Indoor,1758,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1545,201622.5,Heavy,NA,Indoor
304072,IRT-L1-311,SWM: 59 St - Model A-10 (IRT-L1-311),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IRT,IRT-L-LEXINGTONAV,400-59ST-LEX-4/5/6,IRT-L-1,6311,6311,,304072,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1513002,1 - Stops Revenue Operation,311,No,Dry,NA,SG-S3,Mainline,Subway,Indoor,1765,1000-2000,890-1777,SUB,1,0.033333333,NA,NA,NA,NA,NA,NA,1,0.083333333,1555,202927.5,Heavy,202927.5,Indoor
304073,IND-A4-113A,SWM: 59 St-Columbus Cir - Model M5 (IND-A4-113A),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-A-4,111725,111725,,304073,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2563105,1 - Stops Revenue Operation,113A,No,Dry,33,SG-S3,Mainline,Subway,Indoor,1803,1000-2000,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,1425,185785,Heavy,NA,Indoor
304074,IND-B4-113B,SWM: 59 St-Columbus Cir - Model M5 (IND-B4-113B),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-B-6AV/CULVER,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-B-4,111459,111459,,304074,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2562008,1 - Stops Revenue Operation,113B,Yes,Dry,33,SG-S3,Mainline,Subway,Indoor,NA,NA,NA,SUB,5,0.166666667,2,0.166666667,NA,NA,NA,NA,4,0.333333333,1425,185785,Heavy,37157,Indoor
304075,IND-A2-115,SWM: 59 St-Columbus Cir - Model M5 (IND-A2-115),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-A-2,111762,111762,,304075,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2563303,1 - Stops Revenue Operation,115,Yes,Dry,33,SG-S3,Mainline,Subway,Indoor,845,0-1000,0-889,SUB,1,0.033333333,1,0.083333333,NA,NA,NA,NA,1,0.083333333,970,126585,Heavy,126585,Indoor
304076,IND-A1-131,SWM: 59 St-Columbus Cir - Model M5 (IND-A1-131),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-A-1,111734,111734,,304076,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2563204,1 - Stops Revenue Operation,131,No,Dry/Wet,33,SG-S3,Mainline,Subway,Indoor,1331,1000-2000,890-1777,SUB,0,0,1,0.083333333,NA,NA,NA,NA,NA,NA,960,125280,Heavy,NA,Indoor
304077,IND-B3-133A,SWM: 59 St-Columbus Cir - Model M5 (IND-B3-133A),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-B-6AV/CULVER,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-B-3,111451,111451,,304077,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2561406,1 - Stops Revenue Operation,133A,Yes,Dry,33,SG-S3,Mainline,Subway,Indoor,NA,NA,NA,SUB,2,0.066666667,NA,NA,NA,NA,NA,NA,2,0.166666667,1436,187227.5,Heavy,93613.75,Indoor
304078,IND-A3-133B,SWM: 59 St-Columbus Cir - Model M5 (IND-A3-133B),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-A-3,111741,111741,,304078,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2561307,1 - Stops Revenue Operation,133B,Yes,0,33,SG-S3,Mainline,0,Structure not avail,1807,1000-2000,1778+,SUB,2,0.066666667,1,0.083333333,4,0.333333333,2,0.166666667,NA,NA,1436,187227.5,Heavy,93613.75,Indoor
304079,IND-A4-151A,SWM: 59 St-Columbus Cir - Model M5 (IND-A4-151A),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-A-4,112473,112473,,304079,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2561703,1 - Stops Revenue Operation,151A,No,Dry,33,SG-S3,Mainline,Subway,Indoor,1803,1000-2000,1778+,SUB,2,0.066666667,NA,NA,NA,NA,1,0.083333333,1,0.083333333,0,250,Light,125,Indoor
304080,IND-A2-151B,SWM: 59 St-Columbus Cir - Model M5 (IND-A2-151B),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-A-2,112622,112622,,304080,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2561505,1 - Stops Revenue Operation,151B,No,Dry,33,SG-S3,Mainline,Subway,Indoor,1335,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304081,IND-A4-153A,SWM: 59 St-Columbus Cir - Model M5 (IND-A4-153A),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-A-4,112642,112642,,304081,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2562909,1 - Stops Revenue Operation,153A,No,Dry,33,SG-S3,Mainline,Subway,Indoor,1803,1000-2000,1778+,SUB,1,0.033333333,3,0.25,2,0.166666667,1,0.083333333,NA,NA,0,250,Light,250,Indoor
304082,IND-A2-153B,SWM: 59 St-Columbus Cir - Model M5 (IND-A2-153B),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-A-2,112492,112492,,304082,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2563006,1 - Stops Revenue Operation,153B,No,Dry,33,SG-S3,Mainline,Subway,Indoor,1335,1000-2000,890-1777,SUB,1,0.033333333,4,0.333333333,1,0.083333333,1,0.083333333,NA,NA,0,250,Light,250,Indoor
304083,IND-A1-171A,SWM: 59 St-Columbus Cir - Model M5 (IND-A1-171A),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-A-1,112488,112488,,304083,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2562305,1 - Stops Revenue Operation,171A,No,Dripping/Wet,33,SG-S3,Mainline,Subway,Indoor,1331,1000-2000,890-1777,SUB,1,0.033333333,NA,NA,1,0.083333333,1,0.083333333,NA,NA,0,250,Light,250,Indoor
304084,IND-A3-171B,SWM: 59 St-Columbus Cir - Model M5 (IND-A3-171B),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-A-3,112633,112633,,304084,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2561901,1 - Stops Revenue Operation,171B,No,Dry,33,SG-S3,Mainline,Subway,Indoor,1807,1000-2000,1778+,SUB,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,0,250,Light,250,Indoor
304085,IND-A3-183A,SWM: 59 St-Columbus Cir - Model M5 (IND-A3-183A),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-A-3,112823,112823,,304085,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2562701,1 - Stops Revenue Operation,183A,No,Dry,33,SG-S3,Mainline,Subway,Indoor,1807,1000-2000,1778+,SUB,10,0.333333333,2,0.166666667,1,0.083333333,NA,NA,10,0.833333333,0,250,Light,25,Indoor
304086,IND-A4-183B,SWM: 59 St-Columbus Cir - Model M5 (IND-A4-183B),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-A-4,112713,112713,,304086,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2562800,1 - Stops Revenue Operation,183B,No,Dry,33,SG-S3,Mainline,Subway,Indoor,1803,1000-2000,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
