system,common_name,description,class,responsible_division,responsibility_center,borough,division,line,in_nearest_station,track,from_point,to_point,manufacturer,tag_id,commission_date,original_install_date,latest_install_date,status,department,model,remaining_useful_life_years,legacy_system_id,criticality,switch_2020,is_critical,environment_pilot,age,div,location,structure,structure_2,usage_pilot,usage_category,usage_category_2,structure_3,trouble_calls,tcpm_all,tc_2019,tcpm_2019,tc_2020,tcpm_2020,tc_2021,tcpm_2021,tc_2022,tcpm_2022,weekly_usage_switch_cycles,usage_switch_throw,usage_category_upd,mthbf,structure_upd
304087,IND-A1-191A,SWM: 59 St-Columbus Cir - Model M5 (IND-A1-191A),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-A-1,112995,112995,,304087,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2562107,1 - Stops Revenue Operation,191A,No,Dry,33,SG-S3,Mainline,Subway,Indoor,1331,1000-2000,890-1777,SUB,2,0.066666667,NA,NA,1,0.083333333,NA,NA,NA,NA,0,250,Light,125,Indoor
304088,IND-A3-191B,SWM: 59 St-Columbus Cir - Model M5 (IND-A3-191B),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,161-59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,IND-A-3,112879,112879,,304088,1/1/1900,12/19/1989,,Installed-Functioning-In Service,DOS,M5,NA,2562206,1 - Stops Revenue Operation,191B,No,Dry,33,SG-S3,Mainline,Subway,Indoor,1807,1000-2000,1778+,SUB,1,0.033333333,NA,NA,NA,NA,NA,NA,1,0.083333333,0,250,Light,250,Indoor
304089,BMT-G1-19,SWM: 60 St Tube - Model M5 (BMT-G1-19),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,BMT,BMT-G-ASTORIA,461-QUEENSBOROPLAZA-FLS-7/N/Q,BMT-G-1,10247,10247,,304089,1/1/1900,9/27/2018,,Installed-Functioning-In Service,DOS,M5,NA,1857301,1 - Stops Revenue Operation,19,No,Dry/Wet,4,SG-S6,Mainline,Subway,Indoor,2117,2001+,1778+,SUB,3,0.1,1,0.083333333,NA,NA,2,0.166666667,1,0.083333333,1576,205475,Heavy,68491.66667,Indoor
304090,BMT-G2-5,SWM: 60 St Tube - Model M5 (BMT-G2-5),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,BMT,BMT-G-ASTORIA,461-QUEENSBOROPLAZA-FLS-7/N/Q,BMT-G-2,10335,10335,,304090,1/1/1900,9/27/2018,,Installed-Functioning-In Service,DOS,M5,NA,1856709,1 - Stops Revenue Operation,5,No,Dry,4,SG-S6,Mainline,Subway,Indoor,2117,2001+,1778+,SUB,2,0.066666667,NA,NA,4,0.333333333,NA,NA,2,0.166666667,1600,208605,Heavy,104302.5,Indoor
304091,BMT-D3/4-D431A,SWM: 62 St - Model M5 (BMT-D3/4-D431A),SG-SWMCH,DOS-MOW-ELE-SIG,2922,BROOKLYN,BMT,BMT-D-WESTEND,063-62ST-WST-D,BMT-D-3/4,59696,59696,,304091,1/1/1900,8/6/2002,,Installed-Functioning-In Service,DOS,M5,NA,5262100,1 - Stops Revenue Operation,D431A,No,N/A,20,SG-S2,Yard,N/A,Structure not avail,NA,NA,NA,ELV,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Outdoor
304092,BMT-D1-D431B,SWM: 62 St - Model M5 (BMT-D1-D431B),SG-SWMCH,DOS-MOW-ELE-SIG,2922,BROOKLYN,BMT,BMT-D-WESTEND,063-62ST-WST-D,BMT-D-1,59550,59550,,304092,1/1/1900,8/6/2002,,Installed-Functioning-In Service,DOS,M5,NA,5262209,1 - Stops Revenue Operation,D431B,No,Dry,20,SG-S2,Mainline,Elevated,Outdoor,901,0-1000,890-1777,ELV,0,0,NA,NA,1,0.083333333,NA,NA,NA,NA,0,250,Light,NA,Outdoor
304093,BMT-D3/4-D433A,SWM: 62 St - Model M5 (BMT-D3/4-D433A),SG-SWMCH,DOS-MOW-ELE-SIG,2922,BROOKLYN,BMT,BMT-D-WESTEND,063-62ST-WST-D,BMT-D-3/4,59550,59550,,304093,1/1/1900,8/6/2002,,Installed-Functioning-In Service,DOS,M5,NA,5261904,1 - Stops Revenue Operation,D433A,No,N/A,20,SG-S2,Yard,N/A,Structure not avail,NA,NA,NA,ELV,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Outdoor
304094,BMT-D1-D433B,SWM: 62 St - Model M5 (BMT-D1-D433B),SG-SWMCH,DOS-MOW-ELE-SIG,2922,BROOKLYN,BMT,BMT-D-WESTEND,063-62ST-WST-D,BMT-D-1,59696,59696,,304094,1/1/1900,8/6/2002,,Installed-Functioning-In Service,DOS,M5,NA,5262001,1 - Stops Revenue Operation,D433B,No,Dry,20,SG-S2,Mainline,Elevated,Outdoor,901,0-1000,890-1777,ELV,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,0,250,Light,250,Outdoor
304095,BMT-D2-D437A,SWM: 62 St - Model M5 (BMT-D2-D437A),SG-SWMCH,DOS-MOW-ELE-SIG,2922,BROOKLYN,BMT,BMT-D-WESTEND,063-62ST-WST-D,BMT-D-2,59780,59780,,304095,1/1/1900,8/6/2002,,Installed-Functioning-In Service,DOS,M5,NA,5262308,1 - Stops Revenue Operation,D437A,No,Dry,20,SG-S2,Mainline,Elevated,Outdoor,901,0-1000,890-1777,ELV,0,0,NA,NA,1,0.083333333,NA,NA,NA,NA,0,250,Light,NA,Outdoor
304096,BMT-D3/4-D437B,SWM: 62 St - Model M5 (BMT-D3/4-D437B),SG-SWMCH,DOS-MOW-ELE-SIG,2922,BROOKLYN,BMT,BMT-D-WESTEND,063-62ST-WST-D,BMT-D-3/4,59925,59925,,304096,1/1/1900,8/6/2002,,Installed-Functioning-In Service,DOS,M5,NA,5262407,1 - Stops Revenue Operation,D437B,No,N/A,20,SG-S2,Yard,N/A,Structure not avail,NA,NA,NA,ELV,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Outdoor
304097,IRT-B4-211,SWM: 66 St-Lincoln Ctr - Model A-10 (IRT-B4-211),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IRT,IRT-B-BROADWAY/7AV,314-66ST-LINCOLNCENTER-BWY7-1,IRT-B-4,26538,26538,,304097,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1206409,1 - Stops Revenue Operation,211,No,Dry/Dripping,NA,SG-S3,Mainline,Subway,Indoor,1599,1000-2000,890-1777,SUB,1,0.033333333,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,250,Indoor
304098,IRT-B3-221A,SWM: 66 St-Lincoln Ctr - Model A-10 (IRT-B3-221A),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IRT,IRT-B-BROADWAY/7AV,314-66ST-LINCOLNCENTER-BWY7-1,IRT-B-3,26657,26657,,304098,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1206508,1 - Stops Revenue Operation,221A,No,Dry,NA,SG-S3,Mainline,Subway,Indoor,1889,1000-2000,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304099,IRT-BB-221B,SWM: 66 St-Lincoln Ctr - Model A-10 (IRT-BB-221B),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IRT,IRT-B-BROADWAY/7AV,314-66ST-LINCOLNCENTER-BWY7-1,IRT-B-B,26781,26781,,304099,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1206607,1 - Stops Revenue Operation,221B,No,Dry/Wet,NA,SG-S3,Mainline,Subway,Indoor,NA,NA,NA,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304100,IRT-B3-223A,SWM: 66 St-Lincoln Ctr - Model A-10 (IRT-B3-223A),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IRT,IRT-B-BROADWAY/7AV,314-66ST-LINCOLNCENTER-BWY7-1,IRT-B-3,26781,26781,,304100,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1207209,1 - Stops Revenue Operation,223A,No,Dry,NA,SG-S3,Mainline,Subway,Indoor,1889,1000-2000,1778+,SUB,4,0.133333333,1,0.083333333,1,0.083333333,3,0.25,NA,NA,0,250,Light,62.5,Indoor
304101,IRT-BB-223B,SWM: 66 St-Lincoln Ctr - Model A-10 (IRT-BB-223B),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IRT,IRT-B-BROADWAY/7AV,314-66ST-LINCOLNCENTER-BWY7-1,IRT-B-B,26657,26657,,304101,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1207308,1 - Stops Revenue Operation,223B,No,Dry/Wet,NA,SG-S3,Mainline,Subway,Indoor,NA,NA,NA,SUB,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,0,250,Light,250,Indoor
304102,IND-D1-1103A,SWM: 71 St-Continental - Model M5 (IND-D1-1103A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-D-QUEENSBLVD,261-FORESTHILLS-71AV-QBL-E/F/M/R,IND-D-1,156487,156601,,304102,1/1/1900,6/11/2017,,Installed-Functioning-In Service,DOS,M5,NA,6466618,1 - Stops Revenue Operation,1103A,No,NA,5,SG-S6,NA,NA,Structure not avail,1441,1000-2000,890-1777,SUB,1,0.033333333,1,0.083333333,NA,NA,1,0.083333333,NA,NA,0,250,Light,250,Indoor
304103,IND-D3-1103B,SWM: 71 St-Continental - Model M5 (IND-D3-1103B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-D-QUEENSBLVD,261-FORESTHILLS-71AV-QBL-E/F/M/R,IND-D-3,156601,156744,,304103,1/1/1900,6/18/2017,,Installed-Functioning-In Service,DOS,M5,NA,6466673,1 - Stops Revenue Operation,1103B,No,NA,5,SG-S6,NA,NA,Structure not avail,2259,2001+,1778+,SUB,2,0.066666667,NA,NA,1,0.083333333,2,0.166666667,NA,NA,0,250,Light,125,Indoor
304104,IND-D1-1105A,SWM: 71 St-Continental - Model M3 (IND-D1-1105A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-D-QUEENSBLVD,261-FORESTHILLS-71AV-QBL-E/F/M/R,IND-D-1,156601,156744,,304104,1/1/1900,6/11/2017,,Installed-Functioning-In Service,DOS,M3,NA,6466620,1 - Stops Revenue Operation,1105A,No,NA,5,SG-S6,NA,NA,Structure not avail,1441,1000-2000,890-1777,SUB,1,0.033333333,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,250,Indoor
304105,IND-D3-1105B,SWM: 71 St-Continental - Model M3 (IND-D3-1105B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-D-QUEENSBLVD,261-FORESTHILLS-71AV-QBL-E/F/M/R,IND-D-3,156487,156601,,304105,1/1/1900,6/18/2017,,Installed-Functioning-In Service,DOS,M3,NA,6466671,1 - Stops Revenue Operation,1105B,No,NA,5,SG-S6,NA,NA,Structure not avail,2259,2001+,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304106,IND-D1-1145,SWM: 71 St-Continental - Model M5 (IND-D1-1145),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-D-QUEENSBLVD,261-FORESTHILLS-71AV-QBL-E/F/M/R,IND-D-1,157682,157798,,304106,1/1/1900,6/11/2017,,Installed-Functioning-In Service,DOS,M5,NA,6466622,1 - Stops Revenue Operation,1145,No,NA,5,SG-S6,NA,NA,Structure not avail,1441,1000-2000,890-1777,SUB,1,0.033333333,3,0.25,NA,NA,NA,NA,NA,NA,16,2085,Light,2085,Indoor
304107,IND-D3-1155A,SWM: 71 St-Continental - Model M3 (IND-D3-1155A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-D-QUEENSBLVD,261-FORESTHILLS-71AV-QBL-E/F/M/R,IND-D-3,157798,157893,,304107,1/1/1900,6/11/2017,,Installed-Functioning-In Service,DOS,M3,NA,6466624,1 - Stops Revenue Operation,1155A,No,NA,5,SG-S6,NA,NA,Structure not avail,635,0-1000,0-889,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Structure not avail
304108,IND-D5-1155B,SWM: 71 St-Continental - Model M3 (IND-D5-1155B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-D-QUEENSBLVD,261-FORESTHILLS-71AV-QBL-E/F/M/R,IND-D-5,157682,157798,,304108,1/1/1900,6/18/2017,,Installed-Functioning-In Service,DOS,M3,NA,6466675,1 - Stops Revenue Operation,1155B,No,NA,5,SG-S6,NA,NA,Structure not avail,NA,NA,NA,NA,0,0,NA,NA,1,0.083333333,NA,NA,NA,NA,0,250,Light,NA,Structure not avail
304109,1165A,SWM: 71 St-Continental - Model A-10 (1165A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,,IND,IND-D-QUEENSBLVD,261-FORESTHILLS-71AV-QBL-E/F/M/R,IND-D-3,157508,157508,,304109,5/1/2018,6/29/2017,6/29/2017,Withdrawn,DOS,A-10,NA,3192507,1 - Stops Revenue Operation,1165A,No,Dry,5,NA,Mainline,Subway,Indoor,2259,2001+,1778+,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Indoor
304110,1165B,SWM: 71 St-Continental - Model A-10 (1165B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,,IND,IND-D-QUEENSBLVD,261-FORESTHILLS-71AV-QBL-E/F/M/R,IND-D-4,157638,157638,,304110,5/1/2018,6/29/2017,6/29/2017,Withdrawn,DOS,A-10,NA,3192606,1 - Stops Revenue Operation,1165B,No,Dry/Dripping,5,NA,Mainline,Subway,Indoor,2279,2001+,1778+,NA,0,0,1,0.083333333,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,Indoor
304111,IND-D4-1175A,SWM: 71 St-Continental - Model M5 (IND-D4-1175A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-D-QUEENSBLVD,261-FORESTHILLS-71AV-QBL-E/F/M/R,IND-D-4,157694,157798,,304111,1/1/1900,9/18/2017,,Installed-Functioning-In Service,DOS,M5,NA,6467263,1 - Stops Revenue Operation,1175A,No,NA,5,SG-S6,NA,NA,Structure not avail,2279,2001+,1778+,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304112,IND-D6-1175B,SWM: 71 St-Continental - Model M5 (IND-D6-1175B),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-D-QUEENSBLVD,261-FORESTHILLS-71AV-QBL-E/F/M/R,IND-D-6,157798,157896,,304112,1/1/1900,9/26/2017,,Installed-Functioning-In Service,DOS,M5,NA,6467297,1 - Stops Revenue Operation,1175B,No,NA,5,SG-S6,NA,NA,Structure not avail,NA,NA,NA,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304113,IND-D2-1195,SWM: 71 St-Continental - Model M3 (IND-D2-1195),SG-SWMCH,DOS-MOW-ELE-SIG,2928,QUEENS,IND,IND-D-QUEENSBLVD,261-FORESTHILLS-71AV-QBL-E/F/M/R,IND-D-2,157682,157798,,304113,1/1/1900,9/26/2017,,Installed-Functioning-In Service,DOS,M3,NA,6467296,1 - Stops Revenue Operation,1195,No,NA,5,SG-S6,NA,NA,Structure not avail,1421,1000-2000,890-1777,SUB,0,0,2,0.166666667,NA,NA,NA,NA,NA,NA,16,2085,Light,NA,Indoor
304114,IND-A1-221A,SWM: 72 St - Model M5 (IND-A1-221A),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,160-72ST-8AV-B/C,IND-A-1,115812,115812,,304114,1/1/1900,11/13/1989,,Installed-Functioning-In Service,DOS,M5,NA,2561604,1 - Stops Revenue Operation,221A,No,Dry,33,SG-S3,Mainline,Subway,Indoor,1331,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304115,IND-A5-221B,SWM: 72 St - Model M5 (IND-A5-221B),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,160-72ST-8AV-B/C,IND-A-5,115941,115941,,304115,1/1/1900,12/30/1988,,Installed-Functioning-In Service,DOS,M5,NA,2561802,1 - Stops Revenue Operation,221B,No,N/A,34,SG-S3,Yard,N/A,Structure not avail,NA,NA,NA,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304116,IND-A3-223,SWM: 72 St - Model M5 (IND-A3-223),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,160-72ST-8AV-B/C,IND-A-3,115619,115619,,304116,1/1/1900,,,Installed-Functioning-In Service,DOS,M5,NA,2562602,1 - Stops Revenue Operation,223,No,Dry,NA,SG-S3,Mainline,Subway,Indoor,1807,1000-2000,1778+,SUB,1,0.033333333,1,0.083333333,1,0.083333333,1,0.083333333,NA,NA,0,250,Light,250,Indoor
304117,IRT-B4-235,SWM: 72 St - Model A-10 (IRT-B4-235),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IRT,IRT-B-BROADWAY/7AV,313-72ST-BWY7-1/2/3,IRT-B-4,27174,27174,,304117,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1206706,1 - Stops Revenue Operation,235,No,Dry/Dripping,NA,SG-S3,Mainline,Subway,Indoor,1599,1000-2000,890-1777,SUB,1,0.033333333,NA,NA,2,0.166666667,1,0.083333333,NA,NA,0,250,Light,250,Indoor
304118,IRT-B1-241A,SWM: 72 St - Model A-10 (IRT-B1-241A),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IRT,IRT-B-BROADWAY/7AV,313-72ST-BWY7-1/2/3,IRT-B-1,27982,27982,,304118,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1206805,1 - Stops Revenue Operation,241A,No,Dry,NA,SG-S3,Mainline,Subway,Indoor,1564,1000-2000,890-1777,SUB,0,0,3,0.25,2,0.166666667,NA,NA,NA,NA,0,250,Light,NA,Indoor
304119,IRT-BJ-241B,SWM: 72 St - Model A-10 (IRT-BJ-241B),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IRT,IRT-B-BROADWAY/7AV,313-72ST-BWY7-1/2/3,IRT-B-J,28110,28110,,304119,1/1/1900,,,Installed-Functioning-In Service,DOS,A-10,NA,1206904,1 - Stops Revenue Operation,241B,No,Dry,NA,SG-S3,Mainline,Subway,Indoor,NA,NA,NA,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304120,IND-A2-253A,SWM: 72 St - Model M5 (IND-A2-253A),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,160-72ST-8AV-B/C,IND-A-2,115811,115811,,304120,1/1/1900,7/6/1988,,Installed-Functioning-In Service,DOS,M5,NA,3805506,1 - Stops Revenue Operation,253A,No,Dripping,34,SG-S3,Mainline,Subway,Indoor,1335,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304121,IND-A6-253B,SWM: 72 St - Model M5 (IND-A6-253B),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,160-72ST-8AV-B/C,IND-A-6,115941,115941,,304121,1/1/1900,12/30/1988,,Installed-Functioning-In Service,DOS,M5,NA,3805605,1 - Stops Revenue Operation,253B,No,N/A,34,SG-S3,Yard,N/A,Structure not avail,NA,NA,NA,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304122,IND-A4-261,SWM: 72 St - Model M5 (IND-A4-261),SG-SWMCH,DOS-MOW-ELE-SIG,2927,MANHATTAN,IND,IND-A-8AV/FULTONST,160-72ST-8AV-B/C,IND-A-4,115628,115628,,304122,1/1/1900,7/6/1988,,Installed-Functioning-In Service,DOS,M5,NA,3805407,1 - Stops Revenue Operation,261,No,Dry,34,SG-S3,Mainline,Subway,Indoor,1803,1000-2000,1778+,SUB,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,0,250,Light,250,Indoor
304123,IND-S1-745A,SWM: 72 St - Model M5 (IND-S1-745A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,IND,IND-S-2AV,477-72ST-2AV-Q,IND-S-1,116177,116281,,304123,1/1/1900,12/29/2016,,Installed-Functioning-In Service,DOS,M5,NA,6463651,1 - Stops Revenue Operation,745A,No,NA,6,SG-S6,NA,NA,Structure not avail,1092,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304124,IND-S2-745B,SWM: 72 St - Model M5 (IND-S2-745B)(BB),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,IND,IND-S-2AV,477-72ST-2AV-Q,IND-S-2,115933,116037,,304124,1/1/1900,12/29/2016,,Installed-Functioning-In Service,DOS,M5,NA,6463667,1 - Stops Revenue Operation,745B,No,NA,6,SG-S6,NA,NA,Structure not avail,1092,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304125,IND-S1-747A,SWM: 72 St - Model M5 (IND-S1-747A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,IND,IND-S-2AV,477-72ST-2AV-Q,IND-S-1,115933,116038,,304125,1/1/1900,12/29/2016,,Installed-Functioning-In Service,DOS,M5,NA,6463655,1 - Stops Revenue Operation,747A,No,NA,6,SG-S6,NA,NA,Structure not avail,1092,1000-2000,890-1777,SUB,0,0,NA,NA,1,0.083333333,NA,NA,NA,NA,0,250,Light,NA,Indoor
304126,IND-S2-747B,SWM: 72 St - Model M5 (IND-S2-747B)(BB),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,IND,IND-S-2AV,477-72ST-2AV-Q,IND-S-2,116176,116281,,304126,1/1/1900,12/29/2016,,Installed-Functioning-In Service,DOS,M5,NA,6463671,1 - Stops Revenue Operation,747B,No,NA,6,SG-S6,NA,NA,Structure not avail,1092,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304127,IND-S1-775A,SWM: 72 St - Model M5 (IND-S1-775A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,IND,IND-S-2AV,477-72ST-2AV-Q,IND-S-1,117139,117231,,304127,1/1/1900,12/29/2016,,Installed-Functioning-In Service,DOS,M5,NA,6463629,1 - Stops Revenue Operation,775A,No,NA,6,SG-S6,NA,NA,Structure not avail,1092,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304128,IND-S2-775B,SWM: 72 St - Model M5 (IND-S2-775B)(BB),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,IND,IND-S-2AV,477-72ST-2AV-Q,IND-S-2,116951,117043,,304128,1/1/1900,12/29/2016,,Installed-Functioning-In Service,DOS,M5,NA,6463689,1 - Stops Revenue Operation,775B,No,NA,6,SG-S6,NA,NA,Structure not avail,1092,1000-2000,890-1777,SUB,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,0,250,Light,250,Indoor
304129,IND-S1-777A,SWM: 72 St - Model M5 (IND-S1-777A),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,IND,IND-S-2AV,477-72ST-2AV-Q,IND-S-1,116951,117043,,304129,1/1/1900,12/29/2016,,Installed-Functioning-In Service,DOS,M5,NA,6463633,1 - Stops Revenue Operation,777A,No,NA,6,SG-S6,NA,NA,Structure not avail,1092,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304130,IND-S2-777B,SWM: 72 St - Model M5 (IND-S2-777B)(BB),SG-SWMCH,DOS-MOW-ELE-SIG,2928,MANHATTAN,IND,IND-S-2AV,477-72ST-2AV-Q,IND-S-2,117138,117231,,304130,1/1/1900,12/29/2016,,Installed-Functioning-In Service,DOS,M5,NA,6463693,1 - Stops Revenue Operation,777B,No,NA,6,SG-S6,NA,NA,Structure not avail,1092,1000-2000,890-1777,SUB,0,0,NA,NA,NA,NA,NA,NA,NA,NA,0,250,Light,NA,Indoor
304131,IRT-CM-541A,SWM: 74 St-Broadway - Model M3 (IRT-CM-541A),SG-SWMCH,DOS-MOW-ELE-SIG,2917,QUEENS,IRT,IRT-C-FLUSHING,454-74ST-BROADWAY-FLS-7,IRT-C-M,30651,30651,,304131,1/1/1900,2/9/2008,,Installed-Functioning-In Service,DOS,M3,NA,6155502,1 - Stops Revenue Operation,541A,No,Dry,14,SG-S1,Mainline,Elevated,Outdoor,540,0-1000,0-889,ELV,2,0.066666667,NA,NA,1,0.083333333,1,0.083333333,1,0.083333333,0,250,Light,125,Outdoor
304132,IRT-C2-541B,SWM: 74 St-Broadway - Model M3 (IRT-C2-541B),SG-SWMCH,DOS-MOW-ELE-SIG,2917,QUEENS,IRT,IRT-C-FLUSHING,454-74ST-BROADWAY-FLS-7,IRT-C-2,30850,30850,,304132,1/1/1900,2/9/2008,,Installed-Functioning-In Service,DOS,M3,NA,6155601,1 - Stops Revenue Operation,541B,No,Dry,14,SG-S1,Mainline,Elevated,Outdoor,1691,1000-2000,890-1777,ELV,2,0.066666667,1,0.083333333,NA,NA,1,0.083333333,1,0.083333333,0,250,Light,125,Outdoor
304133,IRT-C1-543A,SWM: 74 St-Broadway - Model M3 (IRT-C1-543A),SG-SWMCH,DOS-MOW-ELE-SIG,2917,QUEENS,IRT,IRT-C-FLUSHING,454-74ST-BROADWAY-FLS-7,IRT-C-1,31067,31067,,304133,1/1/1900,2/9/2008,,Installed-Functioning-In Service,DOS,M3,NA,6155700,1 - Stops Revenue Operation,543A,No,Dry,14,SG-S1,Mainline,Elevated,Outdoor,1801,1000-2000,1778+,ELV,2,0.066666667,NA,NA,NA,NA,1,0.083333333,NA,NA,0,250,Light,125,Outdoor
304134,IRT-CM-543B,SWM: 74 St-Broadway - Model M3 (IRT-CM-543B),SG-SWMCH,DOS-MOW-ELE-SIG,2917,QUEENS,IRT,IRT-C-FLUSHING,454-74ST-BROADWAY-FLS-7,IRT-C-M,30868,30868,,304134,1/1/1900,2/9/2008,,Installed-Functioning-In Service,DOS,M3,NA,6155809,1 - Stops Revenue Operation,543B,No,Dry,14,SG-S1,Mainline,Elevated,Outdoor,540,0-1000,0-889,ELV,0,0,NA,NA,2,0.166666667,NA,NA,NA,NA,0,250,Light,NA,Outdoor
304135,IRT-CM-565A,SWM: 74 St-Broadway - Model M3 (IRT-CM-565A),SG-SWMCH,DOS-MOW-ELE-SIG,2917,QUEENS,IRT,IRT-C-FLUSHING,454-74ST-BROADWAY-FLS-7,IRT-C-M,31986,31986,,304135,1/1/1900,2/9/2008,,Installed-Functioning-In Service,DOS,M3,NA,6155908,1 - Stops Revenue Operation,565A,No,Dry,14,SG-S1,Mainline,Elevated,Outdoor,540,0-1000,0-889,ELV,1,0.033333333,NA,NA,NA,NA,1,0.083333333,NA,NA,0,250,Light,250,Outdoor
